tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time,isDirty,errRule,errCol,pk
352,airtravelcenter,CO-52-IAH-LAX,7:35 a.m.,,9:21 a.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,351
353,airtravelcenter,CO-1090-BOS-IAH,9:45 a.m.,,1:16 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,352
354,airtravelcenter,AA-616-DFW-DTW,,10:11 a.m.,,1:11 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,353
355,airtravelcenter,UA-3515-IAD-MSP,,8:26 a.m.,,9:56 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,354
356,airtravelcenter,AA-3468-CVG-MIA,,7:25 a.m.,,9:29 a.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,355
357,airtravelcenter,AA-484-DFW-MIA,,4:29 p.m.,,7:37 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,356
358,airtravelcenter,AA-1886-BOS-MIA,,10:54 a.m.,,1:36 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,357
359,airtravelcenter,CO-62-IAH-EWR,2:30 p.m.,,7:03 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,358
360,airtravelcenter,CO-1561-PHX-IAH,8:05 a.m.,,11:35 a.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,359
361,airtravelcenter,UA-2314-ATL-PHL,,3:04 p.m.,,4:43 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,360
362,airtravelcenter,AA-446-DFW-PHL,,12:13 p.m.,,4:08 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,361
363,airtravelcenter,CO-1023-IAH-DEN,11:40 a.m.,,1:17 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,362
364,airtravelcenter,AA-466-IAH-MIA,,6:09 a.m.,,8:50 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,363
365,airtravelcenter,UA-3050-PHX-CLT,,11:45 a.m.,,5:00 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,364
366,airtravelcenter,CO-89-IAH-EWR,6:00 a.m.,,10:20 a.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,365
367,airtravelcenter,CO-1088-CLE-IAH,8:40 a.m.,,10:54 a.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,366
368,airtravelcenter,AA-1664-MIA-ATL,,10:19 a.m.,,11:50 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,367
369,airtravelcenter,AA-1279-DFW-PHX,,2:03 p.m.,,3:13 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,368
370,airtravelcenter,UA-854-SFO-IAH,,8:07 a.m.,,1:23 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,369
371,airtravelcenter,UA-382-IAD-LAX,,12:56 p.m.,,3:09 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,370
372,airtravelcenter,AA-4344-ORD-DTW,,12:14 p.m.,,1:55 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,371
373,airtravelcenter,UA-257-JFK-SFO,,2:43 p.m.,,5:22 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,372
374,airtravelcenter,UA-2945-PHL-CLT,,12:07 p.m.,,1:11 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,373
375,airtravelcenter,CO-63-EWR-IAH,5:25 p.m.,,8:22 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,374
376,airtravelcenter,CO-47-IAH-LAX,7:10 p.m.,,8:56 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,375
377,airtravelcenter,AA-2050-ORD-MIA,,11:06 a.m.,,2:39 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,376
378,airtravelcenter,UA-248-PHX-ORD,,1:43 p.m.,,5:24 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,377
379,airtravelcenter,AA-4330-CVG-ORD,3:35 p.m.,,4:00 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,378
380,airtravelcenter,AA-1434-DFW-MCO,,7:22 a.m.,,10:34 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,379
381,airtravelcenter,AA-1640-MIA-MCO,,6:47 p.m.,,7:25 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,380
382,airtravelcenter,AA-4307-ORD-DTW,,6:56 p.m.,,8:38 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,381
383,airtravelcenter,AA-3-JFK-LAX,,12:12 p.m.,,3:04 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,382
384,airtravelcenter,CO-1694-LAX-IAH,7:15 p.m.,,12/2/11 12:21 a.m.,,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue,;act_dep_time;sched_arr_time;act_arr_time,383
385,airtravelcenter,UA-843-LAX-ORD,,2:04 p.m.,,7:20 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,384
386,airtravelcenter,CO-1193-EWR-MCO,9:15 a.m.,,12:18 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,385
387,airtravelcenter,AA-3842-MSP-ORD,,6:57 a.m.,,7:49 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,386
388,airtravelcenter,AA-643-MIA-ORD,,7:31 a.m.,,9:26 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,387
389,airtravelcenter,AA-1007-MIA-PHX,,5:09 p.m.,,7:43 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,388
390,airtravelcenter,AA-2525-DFW-MIA,,7:39 a.m.,,10:43 a.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,389
391,airtravelcenter,UA-2906-PHL-MCO,,4:44 p.m.,,6:28 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,390
392,airtravelcenter,UA-938-DEN-ORD,,4:37 p.m.,,7:23 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,391
393,airtravelcenter,AA-1221-MCO-ORD,,8:23 p.m.,,9:47 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,392
394,airtravelcenter,CO-16-LAX-EWR,10:25 a.m.,,6:44 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,393
395,airtravelcenter,UA-2515-DFW-CLT,,7:30 a.m.,,10:43 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,394
396,airtravelcenter,AA-400-DFW-JFK,,11:02 a.m.,,2:58 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,395
397,airtravelcenter,UA-664-ORD-PHL,,1:48 p.m.,,4:20 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,396
398,airtravelcenter,AA-3756-ORD-SLC,,12:42 p.m.,,2:50 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,397
399,airtravelcenter,UA-37-EWR-MCO,1:29 p.m.,,4:17 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,398
400,airtravelcenter,AA-1522-SFO-ORD,,12:11 a.m.,,5:52 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,399
401,airtravelcenter,UA-233-LAX-JFK,,4:28 p.m.,,12/2/11 12:01 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,400
402,airtravelcenter,AA-3823-LAX-DEN,,9:06 p.m.,,11:49 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,401
403,airtravelcenter,AA-2312-DFW-DTW,,8:29 p.m.,,11:35 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,402
404,airtravelcenter,AA-1165-JFK-MIA,,7:23 a.m.,,9:45 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,403
405,airtravelcenter,AA-431-MIA-SFO,,8:52 a.m.,,11:33 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,404
406,airtravelcenter,UA-3373-IAD-PHL,,8:37 a.m.,,9:13 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,405
407,airtravelcenter,AA-649-ORD-SNA,,1:41 p.m.,,3:29 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,406
408,airtravelcenter,CO-1250-MIA-IAH,2:53 p.m.,,4:48 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,407
409,airtravelcenter,UA-6273-YYC-SFO,,7:41 a.m.,,8:33 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,408
410,airtravelcenter,UA-828-SFO-ORD,11:08 p.m.,,12/2/11 5:11 a.m.,,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue,;act_dep_time;sched_arr_time;act_arr_time,409
411,airtravelcenter,CO-4888-IAH-DAL,,5:38 p.m.,,6:19 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,410
412,airtravelcenter,UA-858-PVG-SFO,,1:50 p.m. (+8:00),,7:50 a.m.,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,411
413,airtravelcenter,UA-2704-DTW-PHX,,11:47 a.m.,,1:52 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,412
414,airtravelcenter,AA-3063-SLC-LAX,,8:40 p.m.,,9:12 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,413
415,airtravelcenter,UA-2708-EWR-CLT,,3:04 p.m.,,4:22 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,414
416,airtravelcenter,UA-62-IAH-EWR,2:30 p.m.,,7:03 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,415
417,airtravelcenter,UA-1500-IAH-GUA,8:55 a.m.,,11:45 a.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,416
418,airtravelcenter,AA-3804-PHL-ORD,,2:44 p.m.,,3:36 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,417
419,airtravelcenter,AA-1917-JFK-MCO,,3:28 p.m.,,5:39 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,418
420,airtravelcenter,AA-2268-PHX-ORD,,7:22 a.m.,,11:04 a.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,419
421,airtravelcenter,AA-4277-CVG-JFK,,12:11 p.m.,,1:42 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,420
422,airtravelcenter,AA-2957-DFW-CVG,,8:04 a.m.,,10:58 a.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,421
423,airtravelcenter,UA-37-EDI-EWR,9:05 a.m. (-00:00),,11:53 a.m.,,True,;Incorrect_Format;explicitMissingValue;explicitMissingValue,;sched_dep_time;act_dep_time;act_arr_time,422
424,airtravelcenter,AA-789-ORD-DEN,,1:20 p.m.,,2:49 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,423
425,airtravelcenter,AA-415-BOS-ORD,,8:55 a.m.,,10:12 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,424
426,airtravelcenter,AA-85-JFK-SFO,,3:38 p.m.,,6:30 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,425
427,airtravelcenter,AA-3979-CVG-ORD,,8:04 a.m.,,7:59 a.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,426
428,airtravelcenter,AA-3786-IAH-ORD,,4:12 p.m.,,6:11 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,427
429,airtravelcenter,AA-271-MIA-LAX,,11:52 a.m.,,2:21 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,428
430,airtravelcenter,CO-50-CLE-EWR,2:55 p.m.,,4:49 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,429
431,airtravelcenter,UA-3099-PHX-PHL,,11:55 a.m.,,5:34 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,430
432,airtravelcenter,AA-4198-ORD-CLE,,10:55 a.m.,,12:37 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,431
433,airtravelcenter,AA-404-MIA-MCO,,6:58 a.m.,,7:37 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,432
434,airtravelcenter,CO-45-EWR-MIA,4:00 p.m.,,7:05 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,433
435,airtravelcenter,AA-3809-PHX-LAX,,6:11 a.m.,,6:15 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,434
436,airtravelcenter,AA-59-JFK-SFO,,7:40 a.m.,,10:52 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,435
437,airtravelcenter,AA-222-LAX-BOS,,7:32 a.m.,,3:12 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,436
438,flightview,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.,True,;spellingMistake,;act_arr_time,437
439,flightview,CO-1586-IAH-MCO,,7:42 p.m.,,10:29 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,438
440,flightview,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.,False,,,439
441,flightview,UA-397-JFK-SFO,8:00 a.m.,8:49 a.m.,11:55 a.m.,11:58 a.m.,True,;spellingMistake,;act_dep_time,440
442,flightview,UA-3925-IAD-ORF,,9:01 a.m.,,9:43 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,441
443,flightview,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:30 p.m.,,True,;spellingMistake;explicitMissingValue,;act_dep_time;act_arr_time,442
444,flightview,AA-3-JFK-LAX,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:16 p.m.,True,;spellingMistake,;act_dep_time,443
445,flightview,UA-2830-MCO-CLT,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:17 p.m.,True,;spellingMistake,;act_dep_time,444
446,flightview,CO-58-DEN-IAH,,12:37 p.m.,,3:31 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,445
447,flightview,UA-5487-SFO-MRY,,10:53 a.m.,,11:21 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,446
448,flightview,AA-204-LAX-MCO,11:25 p.m.,,6:55 a.m. Dec 02,,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue,;act_dep_time;sched_arr_time;act_arr_time,447
449,flightview,UA-414-LAX-SFO,,6:10 a.m.,,7:17 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,448
450,flightview,CO-1614-LAX-IAH,,12:58 a.m.,,5:26 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,449
451,flightview,UA-2726-FLL-PHL,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.,True,;spellingMistake;spellingMistake,;act_dep_time;act_arr_time,450
452,flightview,CO-52-IAH-LAX,,7:56 a.m.,,9:09 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,451
453,flightview,CO-1090-BOS-IAH,,10:35 a.m.,,1:19 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,452
454,flightview,AA-616-DFW-DTW,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:18 p.m.,True,;spellingMistake;spellingMistake,;act_dep_time;act_arr_time,453
455,flightview,UA-3515-IAD-MSP,,8:26 a.m.,,9:56 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,454
456,flightview,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.,False,,,455
457,flightview,AA-484-DFW-MIA,4:15 p.m.,4:30 p.m.,7:55 p.m.,7:39 p.m.,True,;spellingMistake,;act_dep_time,456
458,flightview,AA-1886-BOS-MIA,,10:55 a.m.,,1:40 p.m.,True,;explicitMissingValue;explicitMissingValue,;sched_dep_time;sched_arr_time,457
459,flightview,CO-62-IAH-EWR,,2:59 p.m.,,7:10 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,458
460,flightview,CO-1561-PHX-IAH,,8:18 a.m.,,11:32 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,459
461,flightview,UA-2314-ATL-PHL,,3:04 p.m.,,5:00 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,460
462,flightview,AA-446-DFW-PHL,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:09 p.m.,True,;spellingMistake,;act_dep_time,461
463,flightview,CO-1023-IAH-DEN,,12:06 p.m.,,1:14 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,462
464,flightview,AA-466-IAH-MIA,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:05 a.m.,True,;spellingMistake,;act_dep_time,463
465,flightview,UA-3050-PHX-CLT,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:03 p.m.,True,;spellingMistake;spellingMistake,;act_dep_time;act_arr_time,464
466,flightview,CO-89-IAH-EWR,,6:17 a.m.,,10:27 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,465
467,flightview,CO-1088-CLE-IAH,,9:01 a.m.,,10:56 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,466
468,flightview,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.,True,;spellingMistake;spellingMistake,;act_dep_time;act_arr_time,467
469,flightview,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.,True,;spellingMistake,;act_arr_time,468
470,flightview,UA-854-SFO-IAH,,8:07 a.m.,,1:30 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,469
471,flightview,UA-382-IAD-LAX,,12:56 p.m.,,3:21 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,470
472,flightview,AA-4344-ORD-DTW,,12:14 p.m.,,2:01 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,471
473,flightview,UA-257-JFK-SFO,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:42 p.m.,True,;spellingMistake,;act_dep_time,472
474,flightview,UA-2945-PHL-CLT,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.,True,;spellingMistake;spellingMistake;spellingMistake,;sched_dep_time;act_dep_time;act_arr_time,473
475,flightview,CO-63-EWR-IAH,,5:38 p.m.,,8:03 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,474
476,flightview,CO-47-IAH-LAX,,8:36 p.m.,,9:38 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,475
477,flightview,AA-2050-ORD-MIA,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:46 p.m.,True,;spellingMistake,;act_dep_time,476
478,flightview,UA-248-PHX-ORD,,1:43 p.m.,,5:34 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,477
479,flightview,AA-4330-CVG-ORD,,3:36 p.m.,,3:25 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,478
480,flightview,AA-1434-DFW-MCO,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.,True,;spellingMistake;spellingMistake,;act_dep_time;act_arr_time,479
481,flightview,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,480
482,flightview,AA-4307-ORD-DTW,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:43 p.m.,True,;spellingMistake;spellingMistake,;act_dep_time;act_arr_time,481
483,flightview,CO-1694-LAX-IAH,7:15 p.m.,,12:21 a.m. Dec 02,,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue,;act_dep_time;sched_arr_time;act_arr_time,482
484,flightview,UA-843-LAX-ORD,,2:38 p.m.,,7:58 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,483
485,flightview,CO-1193-EWR-MCO,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:09 p.m.,True,;spellingMistake,;act_dep_time,484
486,flightview,AA-3842-MSP-ORD,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.,True,;spellingMistake,;act_dep_time,485
487,flightview,AA-643-MIA-ORD,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.,True,;spellingMistake;spellingMistake,;act_dep_time;act_arr_time,486
488,flightview,AA-1007-MIA-PHX,,5:09 p.m.,,7:53 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,487
489,flightview,UA-2906-PHL-MCO,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:35 p.m.,True,;spellingMistake;spellingMistake,;act_dep_time;act_arr_time,488
490,flightview,UA-938-DEN-ORD,,4:37 p.m.,,7:36 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,489
491,flightview,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.,True,;spellingMistake,;act_arr_time,490
492,flightview,CO-16-LAX-EWR,,10:37 a.m.,,6:34 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,491
493,flightview,UA-2515-DFW-CLT,,7:31 a.m.,,10:45 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,492
494,flightview,AA-400-DFW-JFK,10:40 a.m.,11:02 a.m.,2:59 p.m.,3:04 p.m.,True,;spellingMistake,;act_dep_time,493
