index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state,isDirty,errRule,errCol,pk
697,2251,Oak Cliff Coffee Ale,American Brown Ale,12.0 oz.,0.075%,33.0,127,Deep Ellum Brewing Company,Dallas,TX,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,696
698,2166,Dream Crusher Double IPA,American Double / Imperial IPA,12.0 oz,0.085,100.0,127,Deep Ellum Brewing Company,Dallas,TX,True,;Incorrect_Format,;ounces,697
699,1827,Deep Ellum Pale Ale,American Pale Ale (APA),12.0 oz,0.06%,,127,Deep Ellum Brewing Company,Dallas,TX,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,698
700,1203,Double Brown Stout,Baltic Porter,12.0 oz.,0.07,,127,Deep Ellum Brewing Company,Dallas,TX,True,;Incorrect_Format,;ounces,699
701,1202,Farmhouse Wit,Saison / Farmhouse Ale,16.0 oz,0.048,25.0,127,Deep Ellum Brewing Company,Dallas,TX,True,;Incorrect_Format,;ounces,700
702,1161,Rye Pils Session Lager,German Pilsener,12.0 oz.,0.046,,127,Deep Ellum Brewing Company,Dallas,TX,True,;Incorrect_Format,;ounces,701
703,946,Dallas Blonde,American Blonde Ale,12.0 oz.,0.052000000000000005%,23.0,127,Deep Ellum Brewing Company,Dallas,TX,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,702
704,943,Deep Ellum IPA,American IPA,12.0 oz,0.07,70.0,127,Deep Ellum Brewing Company,Dallas,TX,True,;Incorrect_Format,;ounces,703
705,1886,Thrasher Session India Pale Ale,American IPA,12.0 oz,0.045,44.0,283,Defiance Brewing Company,Hays,KS,True,;Incorrect_Format,;ounces,704
706,1885,Gutch English Style Mild Ale,English Pale Mild Ale,12.0 oz,0.05,16.0,283,Defiance Brewing Company,Hays,KS,True,;Incorrect_Format,;ounces,705
707,1213,Chuli Stout,Irish Dry Stout,12.0 ounce,0.059,55.0,453,Denali Brewing Company,Talkeetna,AK,True,;Incorrect_Format,;ounces,706
708,1159,Mother Ale,American Blonde Ale,12.0 oz.,0.056,46.0,453,Denali Brewing Company,Talkeetna,AK,True,;Incorrect_Format,;ounces,707
709,947,Twister Creek India Pale Ale,American IPA,12.0 oz,0.065,71.0,453,Denali Brewing Company,Talkeetna,AK,True,;Incorrect_Format,;ounces,708
710,929,Single Engine Red,Irish Red Ale,12.0 oz,0.058,46.0,453,Denali Brewing Company,Talkeetna,AK,True,;Incorrect_Format,;ounces,709
711,1944,Incredible Pedal IPA,American IPA,12.0 oz,0.07,,263,Denver Beer Company,Denver,CO,True,;Incorrect_Format,;ounces,710
712,1943,Graham Cracker Porter,American Porter,12.0 oz.,0.05%,,263,Denver Beer Company,Denver,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,711
713,1210,Mirror Pond Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,40.0,454,Deschutes Brewery,Bend,OR,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,712
714,2550,Weissenheimer,Hefeweizen,12.0 oz,0.052000000000000005%,16.0,57,Destihl Brewery,Bloomington,IL,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,713
715,2505,Abbey's Single (2015- ),Abbey Single Ale,12.0 OZ.,0.049%,22.0,57,Destihl Brewery,Bloomington,IL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,714
716,2025,Vertex IPA,American IPA,12.0 ounce,0.063%,76.0,57,Destihl Brewery,Bloomington IL,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,715
717,2021,Here Gose Nothin',Gose,12.0 OZ.,0.05,12.0,57,Destihl Brewery,Bloomington IL,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,716
718,2015,Strawberry Blonde,Fruit / Vegetable Beer,12.0 oz.,0.05%,,57,Destihl Brewery,Bloomington,IL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,717
719,1888,Hoperation Overload,American Double / Imperial IPA,12.0 oz.,0.096,85.0,57,Destihl Brewery,Bloomington,IL,True,;Incorrect_Format,;ounces,718
720,1887,Abbey's Single Ale (Current),Abbey Single Ale,12.0 ounce,0.049%,22.0,57,Destihl Brewery,Bloomington,IL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,719
721,2051,Bravo Four Point,American Pale Ale (APA),12.0 oz.,0.044000000000000004%,45.0,237,Devil's Backbone Brewing Company,Lexington,VA,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,720
722,1201,Striped Bass Pale Ale,American Pale Ale (APA),12.0 OZ.,0.052,26.0,237,Devil's Backbone Brewing Company,Lexington,VA,True,;Incorrect_Format,;ounces,721
723,924,Deadicated Amber,American Amber / Red Ale,16.0 oz.,0.054000000000000006%,27.0,491,Devil's Canyon Brewery,Belmont,CA,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,722
724,731,Kaleidoscope Collaboration 2012,American Black Ale,16.0 OZ.,,,491,Devil's Canyon Brewery,Belmont CA,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,723
725,730,California Sunshine Rye IPA,American IPA,16.0 oz,0.071,85.0,491,Devil's Canyon Brewery,Belmont,CA,True,;Incorrect_Format,;ounces,724
726,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16.0 oz,0.074,12.0,491,Devil's Canyon Brewery,Belmont,CA,True,;Incorrect_Format,;ounces,725
727,1773,12 Man Pale Ale,American Pale Ale (APA),12.0 oz.,0.045%,,319,Dick's Brewing Company,Centralia,WA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,726
728,1795,Filthy Hoppin' IPA,American IPA,16.0 ounce,0.065%,72.0,311,Dirty Bucket Brewing Company,Woodinville,WA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,727
729,944,Dock Street Amber Beer (1992),American Amber / Red Ale,12.0 OZ.,,,488,Dock Street Brewery,Philadelphia,PA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,728
730,524,Dolores River Hefeweizen,Hefeweizen,16.0 oz. Alumi-Tek,,,531,Dolores River Brewery,Dolores,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,729
731,450,Dolores River ESB,Extra Special / Strong Bitter (ESB),16.0 oz.,,,531,Dolores River Brewery,Dolores,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,730
732,449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,16.0 ounce,,,531,Dolores River Brewery,Dolores,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,731
733,448,Dolores River Pale Ale,American Pale Ale (APA),16.0 oz,,,531,Dolores River Brewery,Dolores,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,732
734,447,Dolores River Dry Stout,Irish Dry Stout,16.0 ounce,,,531,Dolores River Brewery,Dolores,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,733
735,446,Dolores River Mild,English Dark Mild Ale,16.0 oz,,,531,Dolores River Brewery,Dolores,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,734
736,1246,Cranberry Blend,Cider,12.0 oz,0.049,,446,Downeast Cider House,Leominster,MA,True,;Incorrect_Format,;ounces,735
737,977,Orignal Blend,Cider,12.0 oz,0.051,,446,Downeast Cider House,Leominster,MA,True,;Incorrect_Format,;ounces,736
738,881,Hop Abomination,American IPA,12.0 OZ.,0.066%,100.0,496,Dry Dock Brewing Company,Aurora,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,737
739,880,Apricot Blonde,Fruit / Vegetable Beer,12.0 ounce,0.051,17.0,496,Dry Dock Brewing Company,Aurora,CO,True,;Incorrect_Format,;ounces,738
740,872,Dry Dock Hefeweizen,Hefeweizen,12.0 oz,0.043,12.0,496,Dry Dock Brewing Company,Aurora,CO,True,;Incorrect_Format,;ounces,739
741,871,Dry Dock Amber Ale,American Amber / Red Ale,12.0 ounce,0.057999999999999996%,49.0,496,Dry Dock Brewing Company,Aurora,CO,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,740
742,1685,Category 3 IPA,American IPA,12.0 ounce,0.061%,64.0,340,Due South Brewing Company,Boynton Beach,FL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,741
743,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,12.0 oz.,0.045%,18.0,538,Dundee Brewing Company,Rochester,NY,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,742
744,1590,Pumpkin Patch Ale,Pumpkin Ale,16.0 ounce,0.05,,369,Eddyline Brewery & Restaurant,Buena Vista,CO,True,;Incorrect_Format,;ounces,743
745,1382,Crank Yanker IPA,American IPA,16.0 ounce,0.078,74.0,369,Eddyline Brewery & Restaurant,Buena Vista,CO,True,;Incorrect_Format,;ounces,744
746,1110,River Runners Pale Ale,American Pale Ale (APA),16.0 OZ.,0.06,,369,Eddyline Brewery & Restaurant,Buena Vista,CO,True,;Incorrect_Format,;ounces,745
747,1014,Pumpkin Patch Ale (2012),Pumpkin Ale,16.0 oz.,0.05,,369,Eddyline Brewery & Restaurant,Buena Vista,CO,True,;Incorrect_Format,;ounces,746
748,911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16.0 ounce,0.055,,369,Eddyline Brewery & Restaurant,Buena Vista,CO,True,;Incorrect_Format,;ounces,747
749,680,Boater Beer,German Pilsener,16.0 ounce,0.045,,369,Eddyline Brewery & Restaurant,Buena Vista,CO,True,;Incorrect_Format,;ounces,748
750,395,Crank Yanker IPA (2011),American IPA,16.0 oz,0.078,74.0,369,Eddyline Brewery & Restaurant,Buena Vista,CO,True,;Incorrect_Format,;ounces,749
751,1642,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),16.0 oz.,0.057%,,352,Elevator Brewing Company,Columbus,OH,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,750
752,673,Dottie Seattle Lager,American Amber / Red Lager,16.0 oz. Silo Can,0.049,25.0,516,Emerald City Beer Company,Seattle,WA,True,;Incorrect_Format,;ounces,751
753,1107,Nut Sack Imperial Brown Ale,American Brown Ale,12.0 ounce,0.07,,465,Engine 15 Brewing,Jacksonville Beach,FL,True,;Incorrect_Format,;ounces,752
754,1039,Underachiever,American Adjunct Lager,16.0 ounce,0.05%,,473,Engine House 9,Tacoma,WA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,753
755,2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12.0 oz. Alumi-Tek,0.052,,81,Epic Brewing,Denver,CO,True,;Incorrect_Format,;ounces,754
756,2008,Element 29,American Pale Ale (APA),12.0 oz,0.052,,81,Epic Brewing,Denver,CO,True,;Incorrect_Format,;ounces,755
757,2004,Hop Syndrome,American Pale Lager,12.0 oz.,0.05%,,81,Epic Brewing,Denver,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,756
758,2003,Escape to Colorado,American IPA,12.0 oz.,0.062,,81,Epic Brewing,Denver,CO,True,;Incorrect_Format,;ounces,757
759,2292,Little Sister India Style Session Ale,American IPA,12.0 ounce,0.043%,60.0,170,Everybody's Brewing,White Salmon,WA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,758
760,1504,Country Boy IPA,American IPA,12.0 oz.,0.062,80.0,170,Everybody's Brewing,White Salmon,WA,True,;Incorrect_Format,;ounces,759
761,2604,Blonde Czich,American Blonde Ale,16.0 ounce,0.049%,23.0,26,Evil Czech Brewery,Mishawaka,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,760
762,2432,White Reaper,Belgian IPA,16.0 ounce,0.07%,61.0,26,Evil Czech Brewery,Mishawaka,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,761
763,2431,Bobblehead,American Pale Wheat Ale,16.0 oz.,0.051,,26,Evil Czech Brewery,Mishawaka,IN,True,;Incorrect_Format,;ounces,762
764,2430,Lucky Dog,American Pale Ale (APA),16.0 oz.,0.052,,26,Evil Czech Brewery,Mishawaka,IN,True,;Incorrect_Format,;ounces,763
765,2429,Voodoo,American Porter,16.0 oz,0.048,,26,Evil Czech Brewery,Mishawaka,IN,True,;Incorrect_Format,;ounces,764
766,1967,General George Patton Pilsner,Czech Pilsener,16.0 oz,0.054,48.0,26,Evil Czech Brewery,Mishawaka,IN,True,;Incorrect_Format,;ounces,765
767,2283,Nomader Weiss,Berliner Weissbier,12.0 oz,0.04%,,173,Evil Twin Brewing,Brooklyn,NY,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,766
768,2248,Molotov Lite,American Double / Imperial IPA,16.0 oz.,0.085,,173,Evil Twin Brewing,Brooklyn,NY,True,;Incorrect_Format,;ounces,767
769,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12.0 oz.,0.055,,173,Evil Twin Brewing,Brooklyn,NY,True,;Incorrect_Format,;ounces,768
770,1286,Bikini Beer,American IPA,12.0 oz,0.027000000000000003%,,173,Evil Twin Brewing,Brooklyn,NY,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,769
771,640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12.0 oz.,0.055%,,173,Evil Twin Brewing,Brooklyn,NY,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,770
772,1722,Iron Horse Pale Ale,American Pale Ale (APA),12.0 oz.,0.05,32.0,335,Fargo Brewing Company,Fargo,ND,True,;Incorrect_Format,;ounces,771
773,1435,Stone's Throw IPA,Scottish Ale,12.0 oz.,0.045,19.0,335,Fargo Brewing Company,Fargo,ND,True,;Incorrect_Format,;ounces,772
774,1434,Wood Chipper India Pale Ale,American IPA,12.0 oz,0.067,70.0,335,Fargo Brewing Company,Fargo,ND,True,;Incorrect_Format,;ounces,773
775,2089,Trail Head,American Pale Ale (APA),12.0 oz,0.063%,55.0,224,Fat Head's Brewery,Middleburg Heights,OH,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,774
776,2088,Hop Stalker Fresh Hop IPA,American IPA,16.0 oz.,0.07,80.0,224,Fat Head's Brewery,Middleburg Heights,OH,True,;Incorrect_Format,;ounces,775
777,1455,Sudice American Stout,American Stout,16.0 oz,0.07,58.0,405,Fate Brewing Company,Boulder,CO,True,;Incorrect_Format,;ounces,776
778,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16.0 oz.,0.05%,20.0,405,Fate Brewing Company,Boulder,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,777
779,1453,Norns Roggenbier,Roggenbier,16.0 oz.,0.05,20.0,405,Fate Brewing Company,Boulder,CO,True,;Incorrect_Format,;ounces,778
780,1452,Laimas Kölsch Style Ale,Kölsch,16.0 oz,0.05,20.0,405,Fate Brewing Company,Boulder CO,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,779
781,1451,Moirai India Pale Ale,American IPA,16.0 ounce,0.07%,70.0,405,Fate Brewing Company,Boulder,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,780
782,2191,Loki Red Ale,American Amber / Red Ale,16.0 ounce,0.075%,53.0,201,Fearless Brewing Company,Estacada,OR,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,781
783,1731,Peaches & Cream,Fruit / Vegetable Beer,16.0 oz.,0.046,,201,Fearless Brewing Company,Estacada,OR,True,;Incorrect_Format,;ounces,782
784,1022,Quaff India Style Session Ale,American IPA,16.0 OZ.,0.051,,201,Fearless Brewing Company,Estacada,OR,True,;Incorrect_Format,;ounces,783
785,895,Loki Red Ale (2013),American Amber / Red Ale,16.0 OZ.,0.075,53.0,201,Fearless Brewing Company,Estacada,OR,True,;Incorrect_Format,;ounces,784
786,682,Mjolnir Imperial IPA,American Double / Imperial IPA,16.0 oz,0.069,,201,Fearless Brewing Company,Estacada,OR,True,;Incorrect_Format,;ounces,785
787,112,Fearless Scottish Ale,Scottish Ale,16.0 ounce,0.05,,201,Fearless Brewing Company,Estacada,OR,True,;Incorrect_Format,;ounces,786
788,2289,Mastermind,American Double / Imperial IPA,12.0 oz.,0.081,,172,Fiddlehead Brewing Company,Shelburne,VT,True,;Incorrect_Format,;ounces,787
789,2027,Hyzer Flip,American Double / Imperial IPA,16.0 oz.,0.08199999999999999%,,172,Fiddlehead Brewing Company,Shelburne,VT,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,788
790,1929,Second Fiddle,American Double / Imperial IPA,16.0 oz.,0.082,80.0,172,Fiddlehead Brewing Company,Shelburne,VT,True,;Incorrect_Format,;ounces,789
791,1858,Hodad Porter,American Porter,16.0 oz.,0.055%,30.0,172,Fiddlehead Brewing Company,Shelburne,VT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,790
792,2591,Weiss Weiss Baby,Kristalweizen,12.0 oz.,0.045,,36,Figueroa Mountain Brewing Company,Buellton,CA,True,;Incorrect_Format,;ounces,791
793,2590,Czech Yo Self,Czech Pilsener,12.0 oz.,0.055%,45.0,36,Figueroa Mountain Brewing Company,Buellton,CA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,792
794,1968,FMB 101,Kölsch,12.0 oz.,0.048,20.0,36,Figueroa Mountain Brewing Company,Buellton CA,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,793
795,1981,Hardcore Chimera,American Double / Imperial IPA,16.0 oz.,0.09%,,256,Finch's Beer Company,Chicago,IL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,794
796,1664,Sobek & Set,American Black Ale,16.0 ounce,0.08,80.0,256,Finch's Beer Company,Chicago,IL,True,;Incorrect_Format,;ounces,795
797,1663,Nuclear Winter,Belgian Strong Dark Ale,16.0 oz.,0.086,,256,Finch's Beer Company,Chicago,IL,True,;Incorrect_Format,;ounces,796
798,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,16.0 ounce,0.05,22.0,256,Finch's Beer Company,Chicago,IL,True,;Incorrect_Format,;ounces,797
799,941,Secret Stache Stout,American Stout,16.0 oz.,0.053%,,256,Finch's Beer Company,Chicago,IL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,798
800,935,Fascist Pig Ale,American Amber / Red Ale,16.0 oz. Alumi-Tek,0.08%,72.0,256,Finch's Beer Company,Chicago,IL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,799
801,809,Cut Throat Pale Ale,American Pale Ale (APA),16.0 ounce,0.055,,256,Finch's Beer Company,Chicago,IL,True,;Incorrect_Format,;ounces,800
802,481,Threadless IPA,American IPA,16.0 ounce,0.075,,256,Finch's Beer Company,Chicago,IL,True,;Incorrect_Format,;ounces,801
803,351,Cut Throat Pale Ale (2011),American Pale Ale (APA),16.0 oz,0.055,,256,Finch's Beer Company,Chicago,IL,True,;Incorrect_Format,;ounces,802
804,350,Golden Wing Blonde Ale,American Blonde Ale,16.0 oz,0.047%,,256,Finch's Beer Company,Chicago,IL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,803
805,2569,Easy Jack,American IPA,12.0 oz,0.045,47.0,48,Firestone Walker Brewing Company,Paso Robles,CA,True,;Incorrect_Format,;ounces,804
806,2463,Union Jack,American IPA,12.0 oz.,0.075,75.0,48,Firestone Walker Brewing Company,Paso Robles CA,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,805
807,2462,Pivo Pils,German Pilsener,12.0 oz.,0.053,,48,Firestone Walker Brewing Company,Paso Robles,CA,True,;Incorrect_Format,;ounces,806
808,1957,805 Blonde Ale,American Blonde Ale,12.0 oz,0.047,,48,Firestone Walker Brewing Company,Paso Robles,CA,True,;Incorrect_Format,;ounces,807
809,1733,805,American Blonde Ale,12.0 oz,0.047,20.0,48,Firestone Walker Brewing Company,Paso Robles,CA,True,;Incorrect_Format,;ounces,808
810,2624,Deflator,Doppelbock,16.0 oz.,0.065,,16,Flat 12 Bierwerks,Indianapolis,IN,True,;Incorrect_Format,;ounces,809
811,2284,Hinchtown Hammer Down,American Blonde Ale,16.0 ounce,0.05,27.0,16,Flat 12 Bierwerks,Indianapolis,IN,True,;Incorrect_Format,;ounces,810
812,1610,Half Cycle IPA,American IPA,16.0 ounce,0.06,104.0,16,Flat 12 Bierwerks,Indianapolis,IN,True,;Incorrect_Format,;ounces,811
813,520,Inclined Plane Ale,American IPA,12.0 ounce,,,532,Flat Rock Brewing Company,Smithton,PA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,812
814,2554,Moped Traveler,American Pale Ale (APA),16.0 oz,0.055%,,54,Flesk Brewing Company,Lombard,IL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,813
815,608,Snake Dog IPA,American IPA,12.0 ounce,0.071%,60.0,521,Flying Dog Brewery,Frederick,MD,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,814
816,607,Underdog Atlantic Lager,American Pale Lager,12.0 oz.,0.047,28.0,521,Flying Dog Brewery,Frederick,MD,True,;Incorrect_Format,;ounces,815
817,2567,Flying Mouse 8,American Porter,12.0 oz.,0.04,,50,Flying Mouse Brewery,Troutville,VA,True,;Incorrect_Format,;ounces,816
818,2566,Flying Mouse 4,American IPA,12.0 ounce,0.07,70.0,50,Flying Mouse Brewery,Troutville,VA,True,;Incorrect_Format,;ounces,817
819,1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12.0 oz. Alumi-Tek,0.078,,279,Foolproof Brewing Company,Pawtucket,RI,True,;Incorrect_Format,;ounces,818
820,983,Backyahd IPA,American IPA,12.0 oz,0.06%,,279,Foolproof Brewing Company,Pawtucket,RI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,819
821,982,Raincloud Robust Porter,American Porter,12.0 ounce,0.065%,,279,Foolproof Brewing Company,Pawtucket,RI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,820
822,981,Barstool American Golden Ale,American Blonde Ale,12.0 oz,0.045,,279,Foolproof Brewing Company,Pawtucket,RI,True,;Incorrect_Format,;ounces,821
823,2111,What the Butler Saw,Witbier,12.0 oz.,0.05,18.0,217,Forgotten Boardwalk,Cherry Hill,NJ,True,;Incorrect_Format,;ounces,822
824,2110,1916 Shore Shiver,American IPA,12.0 oz.,0.069,65.0,217,Forgotten Boardwalk,Cherry Hill,NJ,True,;Incorrect_Format,;ounces,823
825,2172,Quick WIT,Belgian Pale Ale,12.0 oz.,0.052000000000000005%,,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,824
826,2171,The Optimist,American IPA,12.0 ounce,0.062%,,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,825
827,1911,Suicide Squeeze IPA,American IPA,16.0 oz.,0.045,,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format,;ounces,826
828,1803,Java the Hop,American IPA,16.0 oz.,0.065,,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format,;ounces,827
829,1566,Next Adventure Black IPA,American Black Ale,16.0 oz.,0.062,,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format,;ounces,828
830,1515,3-Way IPA (2013),American IPA,16.0 ounce,0.067,,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format,;ounces,829
831,1214,Tender Loving Empire NWPA,American Pale Ale (APA),16.0 oz.,0.058,,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format,;ounces,830
832,674,Quick Wit Belgianesque Ale,Witbier,16.0 oz.,0.052,,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format,;ounces,831
833,562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16.0 oz,0.055,,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format,;ounces,832
834,552,Cavatica Stout,American Double / Imperial Stout,16.0 ounce,0.088,,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format,;ounces,833
835,319,1811 Lager,American Amber / Red Lager,16.0 oz,0.051,,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format,;ounces,834
836,318,Vortex IPA,American IPA,16.0 ounce,0.07400000000000001%,97.0,206,Fort George Brewery,Astoria,OR,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,835
837,2322,Fort Pitt Ale,American Amber / Red Ale,12.0 oz.,,,151,Fort Pitt Brewing Company,Latrobe PA,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,836
838,2661,Park,American Pale Wheat Ale,12.0 oz.,0.047%,19.0,4,Fort Point Beer Company,San Francisco,CA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,837
839,2660,Westfalia,American Amber / Red Ale,12.0 ounce,0.056,16.0,4,Fort Point Beer Company,San Francisco,CA,True,;Incorrect_Format,;ounces,838
840,2659,KSA,Kölsch,12.0 oz,0.046,17.0,4,Fort Point Beer Company,San Francisco,CA,True,;Incorrect_Format,;ounces,839
841,2658,Villager,American IPA,12.0 oz,0.063,42.0,4,Fort Point Beer Company,San Francisco,CA,True,;Incorrect_Format,;ounces,840
842,2625,Dirty Bastard,Scotch Ale / Wee Heavy,12.0 ounce,0.085,50.0,15,Founders Brewing Company,Grand Rapids,MI,True,;Incorrect_Format,;ounces,841
843,1565,Centennial IPA,American IPA,12.0 oz.,0.072,65.0,15,Founders Brewing Company,Grand Rapids,MI,True,;Incorrect_Format,;ounces,842
844,1223,All Day IPA,American IPA,12.0 oz.,0.047,42.0,15,Founders Brewing Company,Grand Rapids,MI,True,;Incorrect_Format,;ounces,843
845,1874,El Chingon IPA,American IPA,12.0 oz,0.076%,73.0,287,Four Corners Brewing Company,Dallas,TX,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,844
846,1873,Block Party Robust Porter,American Porter,12.0 ounce,0.057,40.0,287,Four Corners Brewing Company,Dallas,TX,True,;Incorrect_Format,;ounces,845
847,1872,Local Buzz,American Blonde Ale,12.0 oz,0.052,20.0,287,Four Corners Brewing Company,Dallas TX,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,846
848,2613,Feel Like Maplin' Love,Oatmeal Stout,16.0 oz,0.055,,22,Four Fathers Brewing,Valparaiso,IN,True,;Incorrect_Format,;ounces,847
849,2612,Father's Beer,Belgian Pale Ale,16.0 ounce,0.05,,22,Four Fathers Brewing,Valparaiso,IN,True,;Incorrect_Format,;ounces,848
850,2611,The 26th,American IPA,16.0 oz.,0.06,,22,Four Fathers Brewing,Valparaiso,IN,True,;Incorrect_Format,;ounces,849
851,2610,The Gadget,American IPA,16.0 oz. Alumi-Tek,0.064,90.0,22,Four Fathers Brewing,Valparaiso,IN,True,;Incorrect_Format,;ounces,850
852,1657,Leprechaun Lager,American Pale Lager,12.0 oz. Alumi-Tek,0.04%,,348,Four Horsemen Brewing Company,South Bend,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,851
853,2309,Sunbru Kölsch,Kölsch,12.0 oz,0.052,17.0,160,Four Peaks Brewing Company,Tempe,AZ,True,;Incorrect_Format,;ounces,852
854,1635,Kilt Lifter Scottish-Style Ale,,12.0 oz,0.06,21.0,160,Four Peaks Brewing Company,Tempe,AZ,True,;Incorrect_Format,;ounces,853
855,1616,Pumpkin Porter,American Porter,12.0 oz.,0.051,,160,Four Peaks Brewing Company,Tempe,AZ,True,;Incorrect_Format,;ounces,854
856,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,12.0 oz.,0.042,9.0,160,Four Peaks Brewing Company,Tempe,AZ,True,;Incorrect_Format,;ounces,855
857,358,Hop Knot IPA,American IPA,12.0 oz,0.067,47.0,160,Four Peaks Brewing Company,Tempe,AZ,True,;Incorrect_Format,;ounces,856
